#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
RANBP2	RANGAP1	9606.ENSP00000283195	9606.ENSP00000401470	0	0	0	0	0.153	0.983	0.900	0.999	0.999
RB1CC1	RPTOR	9606.ENSP00000025008	9606.ENSP00000307272	0	0	0	0	0	0.060	0.900	0.797	0.979
RBL1	SMAD2	9606.ENSP00000362768	9606.ENSP00000262160	0	0	0	0	0.067	0	0.900	0.203	0.919
RBL1	SMAD3	9606.ENSP00000362768	9606.ENSP00000332973	0	0	0	0	0.074	0.292	0.900	0.183	0.939
RBM22	RBM8A	9606.ENSP00000199814	9606.ENSP00000463058	0	0	0	0	0.082	0.800	0.540	0.193	0.922
RBM22	SNRPG	9606.ENSP00000199814	9606.ENSP00000393388	0	0	0	0	0.107	0.979	0.900	0.203	0.998
RBPJ	SPEN	9606.ENSP00000345206	9606.ENSP00000364912	0	0	0	0	0.049	0.845	0	0.834	0.973
RBX1	SMAD2	9606.ENSP00000216225	9606.ENSP00000262160	0	0	0	0	0.094	0	0.900	0.151	0.916
RBX1	SMAD3	9606.ENSP00000216225	9606.ENSP00000332973	0	0	0	0	0.106	0.292	0.900	0.184	0.941
RBX1	RNF7	9606.ENSP00000216225	9606.ENSP00000273480	0	0	0.074	0.914	0.169	0.095	0.900	0.651	0.971
RHEB	RPS6KB2	9606.ENSP00000262187	9606.ENSP00000308413	0	0	0	0	0.048	0.130	0	0.893	0.904
RHEB	RPTOR	9606.ENSP00000262187	9606.ENSP00000307272	0	0	0	0	0.047	0.940	0.900	0.998	0.999
RHOA	TIAM1	9606.ENSP00000400175	9606.ENSP00000286827	0	0	0	0	0	0.469	0.400	0.730	0.906
RHOA	STARD13	9606.ENSP00000400175	9606.ENSP00000338785	0	0	0	0	0.070	0.206	0.400	0.882	0.940
RHOA	SRC	9606.ENSP00000400175	9606.ENSP00000362680	0	0	0	0	0.081	0.110	0.900	0.913	0.992
RHOA	VAV1	9606.ENSP00000400175	9606.ENSP00000472929	0	0	0	0	0.049	0.597	0.900	0.766	0.989
RPF2	SURF6	9606.ENSP00000402338	9606.ENSP00000361092	0	0	0	0	0.837	0.227	0	0.682	0.956
RPF2	RPL11	9606.ENSP00000402338	9606.ENSP00000496250	0	0	0	0	0.247	0.946	0	0.919	0.996
RPL10A	RPL18A	9606.ENSP00000363018	9606.ENSP00000222247	0.115	0	0	0	0.960	0.986	0.900	0.545	0.999
RPL10A	RPS27L	9606.ENSP00000363018	9606.ENSP00000331019	0	0	0	0	0.624	0.823	0	0.279	0.948
RPL10A	RPL7L1	9606.ENSP00000363018	9606.ENSP00000418221	0.078	0	0	0	0.686	0.748	0	0.273	0.940
RPL10A	RPL26	9606.ENSP00000363018	9606.ENSP00000463784	0.091	0	0	0	0.925	0.947	0	0.659	0.998
RPL10A	RPL11	9606.ENSP00000363018	9606.ENSP00000496250	0.115	0	0	0	0.961	0.988	0.900	0.700	0.999
RPL10A	RPL23	9606.ENSP00000363018	9606.ENSP00000420311	0.115	0	0	0	0.960	0.983	0	0.418	0.999
RPL10A	RPSA	9606.ENSP00000363018	9606.ENSP00000389351	0	0	0	0	0.959	0.985	0	0.467	0.999
RPL11	RPL18A	9606.ENSP00000496250	9606.ENSP00000222247	0	0	0	0	0.991	0.995	0.900	0.604	0.999
RPL11	SEC61A1	9606.ENSP00000496250	9606.ENSP00000243253	0.120	0	0	0	0.837	0.952	0	0.394	0.995
RPL11	RPS27L	9606.ENSP00000496250	9606.ENSP00000331019	0	0	0	0	0.844	0.904	0	0.709	0.995
RPL11	RPSA	9606.ENSP00000496250	9606.ENSP00000389351	0.057	0	0	0	0.982	0.994	0	0.570	0.999
RPL11	RPL7L1	9606.ENSP00000496250	9606.ENSP00000418221	0.111	0	0	0	0.833	0.864	0	0.295	0.984
RPL11	RPL23	9606.ENSP00000496250	9606.ENSP00000420311	0.231	0	0	0	0.991	0.996	0	0.674	0.999
RPL11	SRP54	9606.ENSP00000496250	9606.ENSP00000451818	0.047	0	0	0	0.243	0.987	0	0.404	0.993
RPL11	RPL26	9606.ENSP00000496250	9606.ENSP00000463784	0.115	0	0	0	0.999	0.970	0	0.873	0.999
RPL18A	SRP54	9606.ENSP00000222247	9606.ENSP00000451818	0.228	0	0	0	0.097	0.882	0	0.067	0.913
RPL18A	RPS27L	9606.ENSP00000222247	9606.ENSP00000331019	0	0	0	0	0.833	0.841	0	0.183	0.976
RPL18A	RPL7L1	9606.ENSP00000222247	9606.ENSP00000418221	0	0	0	0	0.833	0.841	0	0.302	0.979
RPL18A	RPL26	9606.ENSP00000222247	9606.ENSP00000463784	0	0	0	0	0.960	0.966	0	0.531	0.999
RPL18A	RPL23	9606.ENSP00000222247	9606.ENSP00000420311	0	0	0	0	0.991	0.993	0	0.313	0.999
RPL18A	RPSA	9606.ENSP00000222247	9606.ENSP00000389351	0	0	0	0	0.991	0.993	0	0.471	0.999
RPL23	SEC61A1	9606.ENSP00000420311	9606.ENSP00000243253	0.120	0	0	0	0.838	0.953	0	0.678	0.997
RPL23	RPS27L	9606.ENSP00000420311	9606.ENSP00000331019	0	0	0	0	0.836	0.872	0	0.331	0.984
RPL23	RPSA	9606.ENSP00000420311	9606.ENSP00000389351	0.058	0	0	0	0.991	0.994	0	0.336	0.999
RPL23	RPL7L1	9606.ENSP00000420311	9606.ENSP00000418221	0.111	0	0	0	0.841	0.840	0	0.416	0.985
RPL23	SRP54	9606.ENSP00000420311	9606.ENSP00000451818	0.049	0	0	0	0.218	0.988	0	0.545	0.995
RPL23	RPL26	9606.ENSP00000420311	9606.ENSP00000463784	0.115	0	0	0	0.961	0.975	0	0.382	0.999
RPL26	SEC61A1	9606.ENSP00000463784	9606.ENSP00000243253	0.102	0	0	0	0.680	0.934	0	0.347	0.986
RPL26	RPS27L	9606.ENSP00000463784	9606.ENSP00000331019	0	0	0	0	0.705	0.749	0	0.615	0.969
RPL26	RPSA	9606.ENSP00000463784	9606.ENSP00000389351	0.052	0	0	0	0.960	0.971	0	0.363	0.999
RPL26	RPL7L1	9606.ENSP00000463784	9606.ENSP00000418221	0.079	0	0	0	0.703	0.747	0	0.363	0.950
RPL26	SRP54	9606.ENSP00000463784	9606.ENSP00000451818	0.042	0	0	0	0.163	0.954	0	0.230	0.968
RPL7L1	RPS27L	9606.ENSP00000418221	9606.ENSP00000331019	0	0	0	0	0.710	0.748	0	0.215	0.937
RPL7L1	RPSA	9606.ENSP00000418221	9606.ENSP00000389351	0	0	0	0	0.834	0.861	0	0.322	0.983
RPN1	SEC61A1	9606.ENSP00000296255	9606.ENSP00000243253	0	0	0	0	0.754	0.967	0.500	0.823	0.999
RPN1	SSR2	9606.ENSP00000296255	9606.ENSP00000295702	0	0	0	0	0.286	0.836	0.500	0.167	0.944
RPS27L	RPSA	9606.ENSP00000331019	9606.ENSP00000389351	0	0	0	0	0.606	0.870	0.540	0.332	0.982
RPS6KB2	RPTOR	9606.ENSP00000308413	9606.ENSP00000307272	0	0	0	0	0.106	0.182	0.900	0.927	0.993
RPSA	SEC61A1	9606.ENSP00000389351	9606.ENSP00000243253	0.042	0	0	0	0.606	0.876	0	0.195	0.957
RPSA	SRP54	9606.ENSP00000389351	9606.ENSP00000451818	0.104	0	0	0	0.251	0.895	0	0.227	0.938
SEC22B	TRIM16	9606.ENSP00000463393	9606.ENSP00000497185	0	0	0	0	0.044	0	0	0.936	0.936
SEC61A1	SRP54	9606.ENSP00000243253	9606.ENSP00000451818	0.045	0	0	0	0.060	0.501	0.500	0.775	0.940
SEC61A1	SSR2	9606.ENSP00000243253	9606.ENSP00000295702	0	0	0	0	0.622	0.800	0.500	0.828	0.992
SEPTIN1	SEPTIN11	9606.ENSP00000324511	9606.ENSP00000422896	0	0	0.113	0.847	0.106	0.895	0.540	0.568	0.980
SGK1	TSC22D3	9606.ENSP00000356832	9606.ENSP00000361458	0	0	0	0	0.068	0.527	0.500	0.866	0.966
SMAD2	SMAD7	9606.ENSP00000262160	9606.ENSP00000262158	0	0	0	0.654	0.094	0.639	0.900	0.562	0.983
SMAD2	WTAP	9606.ENSP00000262160	9606.ENSP00000351141	0	0	0	0	0.065	0	0	0.982	0.982
SMAD2	SMAD3	9606.ENSP00000262160	9606.ENSP00000332973	0	0	0.048	0.984	0.167	0.911	0.900	0.982	0.999
SMAD2	TGFBR1	9606.ENSP00000262160	9606.ENSP00000447297	0	0	0	0	0.113	0.841	0.900	0.998	0.999
SMAD3	SMAD7	9606.ENSP00000332973	9606.ENSP00000262158	0	0	0	0.660	0.117	0.632	0.900	0.357	0.976
SMAD3	TGFBR1	9606.ENSP00000332973	9606.ENSP00000447297	0	0	0	0	0.089	0.658	0.900	0.994	0.999
SMAD7	TGFBR1	9606.ENSP00000262158	9606.ENSP00000447297	0	0	0	0	0.089	0.934	0.900	0.998	0.999
SNRPG	ZRSR2	9606.ENSP00000393388	9606.ENSP00000303015	0	0	0	0	0	0.482	0.900	0.135	0.951
SNRPG	WBP4	9606.ENSP00000393388	9606.ENSP00000368801	0	0	0	0	0.074	0.800	0.900	0	0.979
SOCS3	STAT5A	9606.ENSP00000330341	9606.ENSP00000341208	0	0	0	0	0.118	0.107	0.650	0.682	0.900
SRC	TNFRSF1A	9606.ENSP00000362680	9606.ENSP00000162749	0	0	0	0	0.057	0.627	0	0.827	0.934
SRC	STAT5A	9606.ENSP00000362680	9606.ENSP00000341208	0	0	0	0	0.098	0.096	0.500	0.785	0.900
SRP14	SRP54	9606.ENSP00000267884	9606.ENSP00000451818	0	0	0	0	0.058	0.982	0.900	0.999	0.999
SRSF7	SRSF9	9606.ENSP00000325905	9606.ENSP00000229390	0	0	0	0.649	0.245	0.858	0.800	0.608	0.990
SRSF7	ZRSR2	9606.ENSP00000325905	9606.ENSP00000303015	0	0	0	0	0	0.091	0.800	0.502	0.901
STX1A	VAMP3	9606.ENSP00000222812	9606.ENSP00000054666	0	0	0	0	0	0.961	0.900	0.871	0.999
STX1A	VAMP1	9606.ENSP00000222812	9606.ENSP00000379602	0	0	0	0	0.080	0.570	0.900	0.935	0.997
STX1A	STXBP1	9606.ENSP00000222812	9606.ENSP00000362399	0	0	0	0	0.133	0.963	0.900	0.998	0.999
SUPT5H	ZC3H8	9606.ENSP00000470252	9606.ENSP00000386488	0	0	0	0	0	0	0.900	0.156	0.912
TADA1	TAF5	9606.ENSP00000356848	9606.ENSP00000358854	0	0	0	0	0.112	0.559	0.900	0.491	0.977
TBCD	TUBB2A	9606.ENSP00000347719	9606.ENSP00000369703	0	0	0	0	0	0.542	0.500	0.612	0.903
TGFBR1	TGFBR3	9606.ENSP00000447297	9606.ENSP00000212355	0	0	0	0	0	0.098	0	0.976	0.977
TGFBR1	USP4	9606.ENSP00000447297	9606.ENSP00000265560	0	0	0	0	0	0.510	0	0.860	0.928
TNFAIP3	TNFRSF1A	9606.ENSP00000481570	9606.ENSP00000162749	0	0	0	0	0.047	0.994	0.500	0.575	0.998
TNFAIP3	TRAF1	9606.ENSP00000481570	9606.ENSP00000362994	0	0	0	0	0.255	0.616	0.400	0.894	0.979
TNFRSF10A	TNFRSF1A	9606.ENSP00000221132	9606.ENSP00000162749	0	0	0	0.561	0.047	0	0	0.917	0.918
TNFRSF10A	TNFRSF25	9606.ENSP00000221132	9606.ENSP00000367013	0	0	0	0	0.072	0	0	0.998	0.998
TNFRSF1A	TRAF3	9606.ENSP00000162749	9606.ENSP00000376500	0	0	0	0	0	0.311	0	0.969	0.977
TNFRSF1A	TRAF1	9606.ENSP00000162749	9606.ENSP00000362994	0	0	0	0	0	0.642	0.500	0.978	0.995
TNFRSF1A	TNFRSF1B	9606.ENSP00000162749	9606.ENSP00000365435	0	0	0	0	0.126	0.292	0.900	0.987	0.999
TNFRSF1B	TRAF1	9606.ENSP00000365435	9606.ENSP00000362994	0	0	0	0	0.145	0.785	0	0.989	0.997
TNFRSF1B	TRAF3	9606.ENSP00000365435	9606.ENSP00000376500	0	0	0	0	0.081	0.292	0.500	0.807	0.928
TUBA1B	TUBB4A	9606.ENSP00000336799	9606.ENSP00000264071	0	0	0.067	0.919	0.308	0.404	0.650	0.860	0.977
TUBA1B	TUBB	9606.ENSP00000336799	9606.ENSP00000339001	0	0	0.068	0.918	0.833	0.981	0.650	0.915	0.999
TUBA1B	TUBB2A	9606.ENSP00000336799	9606.ENSP00000369703	0	0	0.068	0.917	0.348	0.971	0.650	0.939	0.999
UBA1	UBE2D4	9606.ENSP00000338413	9606.ENSP00000222402	0.043	0	0	0	0	0.772	0.500	0.366	0.921
UBA1	UBE2G2	9606.ENSP00000338413	9606.ENSP00000338348	0	0	0	0	0.067	0.850	0.500	0.501	0.960
USP1	WDR48	9606.ENSP00000343526	9606.ENSP00000307491	0	0	0	0	0.062	0.997	0.900	0.998	0.999
USP7	UVSSA	9606.ENSP00000343535	9606.ENSP00000425130	0	0	0	0	0.049	0.738	0.900	0.980	0.999
VAMP1	VAMP3	9606.ENSP00000379602	9606.ENSP00000054666	0	0	0.057	0.966	0	0.100	0.900	0.107	0.914
VPS18	VPS45	9606.ENSP00000220509	9606.ENSP00000495563	0	0	0	0	0.060	0.290	0.800	0.802	0.970
WBP1	WBP2	9606.ENSP00000233615	9606.ENSP00000467579	0	0	0	0	0.076	0	0	0.952	0.953
WDR26	YPEL5	9606.ENSP00000498603	9606.ENSP00000368835	0	0	0	0	0.235	0.698	0	0.759	0.939
WTAP	ZC3H13	9606.ENSP00000351141	9606.ENSP00000242848	0	0	0	0	0.138	0.999	0.900	0.998	0.999
ZFP36L1	ZFP36L2	9606.ENSP00000337386	9606.ENSP00000282388	0	0	0.072	0.897	0.086	0	0.900	0.138	0.917
