"Name","ID","Chr","Loc","Type"
"SNORA38B","100124536","17","17q24.2","snoRNA"
"BPTF","2186","17","17q24.2","protein-coding"
"C17orf58","284018","17","17q24.2","protein-coding"
"KPNA2","3838","17","17q24.2","protein-coding"
"AMZ2","51321","17","17q24.2","protein-coding"
"ARSG","22901","17","17q24.2","protein-coding"
"SLC16A6","9120","17","17q24.2","protein-coding"
"PRKAR1A","5573","17","17q24.2","protein-coding"
"MIR635","693220","17","17q24.2","ncRNA"
"WIPI1","55062","17","17q24.2","protein-coding"
"FAM20A","54757","17","17q24.2","protein-coding"
"LINC01482","101928104","17","17q24.2","ncRNA"
"ABCA9-AS1","104355297","17","17q24.2","ncRNA"
"ABCA8","10351","17","17q24.2","protein-coding"
"ABCA9","10350","17","17q24.2","protein-coding"
"MIR4524B","100847008","17","17q24.2","ncRNA"
"ABCA6","23460","17","17q24.2-q24.3","protein-coding"
"PRO1804","100133319","17","17q24.3","ncRNA"
"ABCA10","10349","17","17q24.3","protein-coding"
"ABCA5","23461","17","17q24.3","protein-coding"
"MAP2K6","5608","17","17q24.3","protein-coding"
"LINC01483","101928122","17","17q24.3","ncRNA"
"LINC01497","102723487","17","17q24.3","ncRNA"
"LINC01028","101928141","17","17q24.3","ncRNA"
"KCNJ16","3773","17","17q24.3","protein-coding"
"KCNJ2","3759","17","17q24.3","protein-coding"
"KCNJ2-AS1","400617","17","17q24.3","ncRNA"
"CASC17","101928165","17","17q24.3","ncRNA"
"LINC01152","102606463","17","17q24.3","ncRNA"
"LINC02097","101928205","17","17q24.3","ncRNA"
"SOX9","6662","17","17q24.3","protein-coding"
"SOX9-AS1","400618","17","17q24.3","ncRNA"
"LINC02003","146795","17","17q24.3","ncRNA"
"LINC00673","100499467","17","17q24.3","ncRNA"
"LINC00511","400619","17","17q24.3","ncRNA"
"SLC39A11","201266","17","17q24.3-q25.1","protein-coding"
"SSTR2","6752","17","17q25.1","protein-coding"
"COG1","9382","17","17q25.1","protein-coding"
"C17orf80","55028","17","17q25.1","protein-coding"
"FAM104A","84923","17","17q25.1","protein-coding"
"CPSF4L","642843","17","17q25.1","protein-coding"
"CDC42EP4","23580","17","17q25.1","protein-coding"
"SDK2","54549","17","17q25.1","protein-coding"
"LOC100134391","100134391","17","17q25.1","ncRNA"
"LINC02092","400620","17","17q25.1","ncRNA"
"LINC00469","283982","17","17q25.1","ncRNA"
"RPL38","6169","17","17q25.1","protein-coding"
"MGC16275","85001","17","17q25.1","ncRNA"
"TTYH2","94015","17","17q25.1","protein-coding"
"DNAI2","64446","17","17q25.1","protein-coding"
"KIF19","124602","17","17q25.1","protein-coding"
"BTBD17","388419","17","17q25.1","protein-coding"
"GPR142","350383","17","17q25.1","protein-coding"
"GPRC5C","55890","17","17q25.1","protein-coding"
"CD300A","11314","17","17q25.1","protein-coding"
"CD300LB","124599","17","17q25.1","protein-coding"
"CD300C","10871","17","17q25.1","protein-coding"
"CD300LD-AS1","146723","17","17q25.1","ncRNA"
"CD300LD","100131439","17","17q25.1","protein-coding"
"CD300E","342510","17","17q25.1","protein-coding"
"RAB37","326624","17","17q25.1","protein-coding"
"CD300LF","146722","17","17q25.1","protein-coding"
"MIR3615","100500847","17","17q25.1","ncRNA"
"NHERF1","9368","17","17q25.1","protein-coding"
"NAT9","26151","17","17q25.1","protein-coding"
"TMEM104","54868","17","17q25.1","protein-coding"
"GRIN2C","2905","17","17q25.1","protein-coding"
"FDXR","2232","17","17q25.1","protein-coding"
"FADS6","283985","17","17q25.1","protein-coding"
"USH1G","124590","17","17q25.1","protein-coding"
"OTOP2","92736","17","17q25.1","protein-coding"
"OTOP3","347741","17","17q25.1","protein-coding"
"HID1-AS1","102723641","17","17q25.1","ncRNA"
"HID1","283987","17","17q25.1","protein-coding"
"CDR2L","30850","17","17q25.1","protein-coding"
"MRPL58","3396","17","17q25.1","protein-coding"
"KCTD2","23510","17","17q25.1","protein-coding"
"ATP5PD","10476","17","17q25.1","protein-coding"
"SLC16A5","9121","17","17q25.1","protein-coding"
"ARMC7","79637","17","17q25.1","protein-coding"
"NT5C","30833","17","17q25.1","protein-coding"
"JPT1","51155","17","17q25.1","protein-coding"
"SUMO2","6613","17","17q25.1","protein-coding"
"NUP85","79902","17","17q25.1","protein-coding"
"MRPS7","51081","17","17q25.1","protein-coding"
"GGA3","23163","17","17q25.1","protein-coding"
"MIF4GD","57409","17","17q25.1","protein-coding"
"MIF4GD-DT","100287042","17","17q25.1","ncRNA"
"SLC25A19","60386","17","17q25.1","protein-coding"
"GRB2","2885","17","17q25.1","protein-coding"
"MIR3678","100500841","17","17q25.1","ncRNA"
"TMEM94","9772","17","17q25.1","protein-coding"
"MIR6785","102466911","17","17q25.1","ncRNA"
"CASKIN2","57513","17","17q25.1","protein-coding"
"TSEN54","283989","17","17q25.1","protein-coding"
"LLGL2","3993","17","17q25.1","protein-coding"
"MYO15B","80022","17","17q25.1","protein-coding"
"SMIM5","643008","17","17q25.1","protein-coding"
"SMIM6","100130933","17","17q25.1","protein-coding"
"SAP30BP","29115","17","17q25.1","protein-coding"
"RECQL5","9400","17","17q25.1","protein-coding"
"ITGB4","3691","17","17q25.1","protein-coding"
"GALK1","2584","17","17q25.1","protein-coding"
"UNK","85451","17","17q25.1","protein-coding"
"H3-3B","3021","17","17q25.1","protein-coding"
"MIR4738","100616282","17","17q25.1","ncRNA"
"UNC13D","201294","17","17q25.1","protein-coding"
"WBP2","23558","17","17q25.1","protein-coding"
"TRIM47","91107","17","17q25.1","protein-coding"
"TRIM65","201292","17","17q25.1","protein-coding"
"MRPL38","64978","17","17q25.1","protein-coding"
"FBF1","85302","17","17q25.1","protein-coding"
"TEN1","100134934","17","17q25.1","protein-coding"
"ACOX1","51","17","17q25.1","protein-coding"
"CDK3","1018","17","17q25.1","protein-coding"
"EVPL","2125","17","17q25.1","protein-coding"
"ZACN","353174","17","17q25.1","protein-coding"
"SRP68","6730","17","17q25.1","protein-coding"
"GALR2","8811","17","17q25.1","protein-coding"
"MIR6868","102466753","17","17q25.1","ncRNA"
"EXOC7","23265","17","17q25.1","protein-coding"
"RNF157-AS1","100507218","17","17q25.1","ncRNA"
"FOXJ1","2302","17","17q25.1","protein-coding"
"RNF157","114804","17","17q25.1","protein-coding"
"UBALD2","283991","17","17q25.1","protein-coding"
"QRICH2","84074","17","17q25.1","protein-coding"
"SPHK1","8877","17","17q25.1","protein-coding"
"PRPSAP1","5635","17","17q25.1","protein-coding"
"UBE2O","63893","17","17q25.1","protein-coding"
"AANAT","15","17","17q25.1","protein-coding"
"RHBDF2","79651","17","17q25.1","protein-coding"
"PRCD","768206","17","17q25.1","protein-coding"
"CYGB","114757","17","17q25.1","protein-coding"
"SNHG16","100507246","17","17q25.1","ncRNA"
"SNORD1C","677850","17","17q25.1","snoRNA"
"SNORD1B","677849","17","17q25.1","snoRNA"
"SNORD1A","677848","17","17q25.1","snoRNA"
"ST6GALNAC2","10610","17","17q25.1","protein-coding"
"ST6GALNAC1","55808","17","17q25.1","protein-coding"
"LOC105274304","105274304","17","17q25.1","ncRNA"
"MXRA7","439921","17","17q25.1","protein-coding"
"JMJD6","23210","17","17q25.1","protein-coding"
"METTL23","124512","17","17q25.1","protein-coding"
"MFSD11","79157","17","17q25.1-q25.2","protein-coding"
"MIR636","693221","17","17q25.1","ncRNA"
"SRSF2","6427","17","17q25.1","protein-coding"
"LINC02080","101928514","17","17q25.1-q25.2","ncRNA"
"LINC00868","283994","17","17q25.2","ncRNA"
"MGAT5B","146664","17","17q25.2","protein-coding"
"SNHG20","654434","17","17q25.2","ncRNA"
"SEC14L1","6397","17","17q25.2-q25.3","protein-coding"
"SCARNA16","677781","17","17q25.2","ncRNA"
"MIR6516","102466864","17","17q25.2","ncRNA"
"SEPTIN9","10801","17","17q25.3","protein-coding"
"MIR4316","100422851","17","17q25.3","ncRNA"
"LOC100507351","100507351","17","17q25.3","ncRNA"
"LINC01987","100132174","17","17q25.3","ncRNA"
"LINC01973","400624","17","17q25.3","ncRNA"
"TNRC6C","57690","17","17q25.3","protein-coding"
"NULL","100131096","NULL","NULL","NULL"
"TMC8","147138","17","17q25.3","protein-coding"
"TMC6","11322","17","17q25.3","protein-coding"
"C17orf99","100141515","17","17q25.3","protein-coding"
"SYNGR2","9144","17","17q25.3","protein-coding"
"TK1","7083","17","17q25.3","protein-coding"
"AFMID","125061","17","17q25.3","protein-coding"
"BIRC5","332","17","17q25.3","protein-coding"
"TMEM235","283999","17","17q25.3","protein-coding"
"LINC01993","100996291","17","17q25.3","ncRNA"
"SOCS3","9021","17","17q25.3","protein-coding"
"SOCS3-DT","101928674","17","17q25.3","ncRNA"
"PGS1","9489","17","17q25.3","protein-coding"
"DNAH17-AS1","100996295","17","17q25.3","ncRNA"
"DNAH17","8632","17","17q25.3","protein-coding"
"SCAT1","101928710","17","17q25.3","ncRNA"
"CYTH1","9267","17","17q25.3","protein-coding"
"USP36","57602","17","17q25.3","protein-coding"
"CEP295NL","100653515","17","17q25.3","protein-coding"
"TIMP2","7077","17","17q25.3","protein-coding"
"LGALS3BP","3959","17","17q25.3","protein-coding"
"CANT1","124583","17","17q25.3","protein-coding"
"C1QTNF1","114897","17","17q25.3","protein-coding"
"C1QTNF1-AS1","100507410","17","17q25.3","ncRNA"
"ENGASE","64772","17","17q25.3","protein-coding"
"RBFOX3","146713","17","17q25.3","protein-coding"
"MIR4739","100616170","17","17q25.3","ncRNA"
"LINC02078","100652929","17","17q25.3","ncRNA"
"ENPP7","339221","17","17q25.3","protein-coding"
"CBX2","84733","17","17q25.3","protein-coding"
"CBX8","57332","17","17q25.3","protein-coding"
"CBX4","8535","17","17q25.3","protein-coding"
"LINC01978","101928738","17","17q25.3","ncRNA"
"LINC01979","101928766","17","17q25.3","ncRNA"
"TBC1D16","125058","17","17q25.3","protein-coding"
"CCDC40","55036","17","17q25.3","protein-coding"
"GAA","2548","17","17q25.3","protein-coding"
"EIF4A3","9775","17","17q25.3","protein-coding"
"CARD14","79092","17","17q25.3","protein-coding"
"SLC26A11","284129","17","17q25.3","protein-coding"
"SGSH","6448","17","17q25.3","protein-coding"
"RNF213","57674","17","17q25.3","protein-coding"
"ENDOV","284131","17","17q25.3","protein-coding"
"RNF213-AS1","100294362","17","17q25.3","ncRNA"
"MIR4730","100616359","17","17q25.3","ncRNA"
"NPTX1","4884","17","17q25.3","protein-coding"
"RPTOR","57521","17","17q25.3","protein-coding"
"LOC101928855","101928855","17","17q25.3","ncRNA"
"CHMP6","79643","17","17q25.3","protein-coding"
"BAIAP2-DT","440465","17","17q25.3","ncRNA"
"BAIAP2","10458","17","17q25.3","protein-coding"
"MIR657","724027","17","17q25.3","ncRNA"
"MIR338","442906","17","17q25.3","ncRNA"
"MIR1250","100302229","17","17q25.3","ncRNA"
"PVALEF","388428","17","17q25.3","protein-coding"
"AATK","9625","17","17q25.3","protein-coding"
"CEP131","22994","17","17q25.3","protein-coding"
"TEPSIN","146705","17","17q25.3","protein-coding"
"NDUFAF8","284184","17","17q25.3","protein-coding"
"SLC38A10","124565","17","17q25.3","protein-coding"
"LINC00482","284185","17","17q25.3","ncRNA"
"TMEM105","284186","17","17q25.3","ncRNA"
"LINC03048","100130370","17","17q25.3","ncRNA"
"BAHCC1","57597","17","17q25.3","protein-coding"
"MIR4740","100616294","17","17q25.3","ncRNA"
"MIR3186","100422944","17","17q25.3","ncRNA"
"ACTG1","71","17","17q25.3","protein-coding"
"FSCN2","25794","17","17q25.3","protein-coding"
"FAAP100","80233","17","17q25.3","protein-coding"
"TSPAN10","83882","17","17q25.3","protein-coding"
"NPLOC4","55666","17","17q25.3","protein-coding"
"PDE6G","5148","17","17q25.3","protein-coding"
"CCDC137","339230","17","17q25.3","protein-coding"
"OXLD1","339229","17","17q25.3","protein-coding"
"HGS","9146","17","17q25.3","protein-coding"
"ARL16","339231","17","17q25.3","protein-coding"
"MIR6786","102465471","17","17q25.3","ncRNA"
"MRPL12","6182","17","17q25.3","protein-coding"
"SLC25A10","1468","17","17q25.3","protein-coding"
"GCGR","2642","17","17q25.3","protein-coding"
"MCRIP1","348262","17","17q25.3","protein-coding"
"PPP1R27","116729","17","17q25.3","protein-coding"
"P4HB","5034","17","17q25.3","protein-coding"
"ARHGDIA","396","17","17q25.3","protein-coding"
"ANAPC11","51529","17","17q25.3","protein-coding"
"ALYREF","10189","17","17q25.3","protein-coding"
"NPB","256933","17","17q25.3","protein-coding"
"PCYT2","5833","17","17q25.3","protein-coding"
"SIRT7","51547","17","17q25.3","protein-coding"
"MAFG","4097","17","17q25.3","protein-coding"
"MILIP","92659","17","17q25.3","ncRNA"
"PYCR1","5831","17","17q25.3","protein-coding"
"MYADML2","255275","17","17q25.3","protein-coding"
"NOTUM","147111","17","17q25.3","protein-coding"
"ASPSCR1","79058","17","17q25.3","protein-coding"
"LRRC45","201255","17","17q25.3","protein-coding"
"CENPX","201254","17","17q25.3","protein-coding"
"RAC3","5881","17","17q25.3","protein-coding"
"DCXR","51181","17","17q25.3","protein-coding"
"GPS1","2873","17","17q25.3","protein-coding"
"RFNG","5986","17","17q25.3","protein-coding"
"DUS1L","64118","17","17q25.3","protein-coding"
"FASN","2194","17","17q25.3","protein-coding"
"CCDC57","284001","17","17q25.3","protein-coding"
"SLC16A3","9123","17","17q25.3","protein-coding"
"MIR6787","102465472","17","17q25.3","ncRNA"
"CSNK1D","1453","17","17q25.3","protein-coding"
"CD7","924","17","17q25.3","protein-coding"
"SECTM1","6398","17","17q25.3","protein-coding"
"TEX19","400629","17","17q25.3","protein-coding"
"UTS2R","2837","17","17q25.3","protein-coding"
"HEXD","284004","17","17q25.3","protein-coding"
"OGFOD3","79701","17","17q25.3","protein-coding"
"CYBC1","79415","17","17q25.3","protein-coding"
"NARF","26502","17","17q25.3","protein-coding"
"FOXK2","3607","17","17q25.3","protein-coding"
"WDR45B","56270","17","17q25.3","protein-coding"
"MIR4525","100616196","17","17q25.3","ncRNA"
"RAB40B","10966","17","17q25.3","protein-coding"
"FN3KRP","79672","17","17q25.3","protein-coding"
"FN3K","64122","17","17q25.3","protein-coding"
"TBCD","6904","17","17q25.3","protein-coding"
"ZNF750","79755","17","17q25.3","protein-coding"
"B3GNTL1","146712","17","17q25.3","protein-coding"
"METRNL","284207","17","17q25.3","protein-coding"
"MIR8078","102466878","18","18p11.32","ncRNA"
"USP14","9097","18","18p11.32","protein-coding"
"THOC1","9984","18","18p11.32","protein-coding"
"COLEC12","81035","18","18p11.32","protein-coding"
"CLUL1","27098","18","18p11.32","protein-coding"
"TYMS","7298","18","18p11.32","protein-coding"
"TYMSOS","494514","18","18p11.32","ncRNA"
"ENOSF1","55556","18","18p11.32","protein-coding"
"YES1","7525","18","18p11.32","protein-coding"
"ADCYAP1","116","18","18p11.32","protein-coding"
"LINC00470","56651","18","18p11.32","ncRNA"
"METTL4","64863","18","18p11.32","protein-coding"
"NDC80","10403","18","18p11.32","protein-coding"
"SMCHD1","23347","18","18p11.32","protein-coding"
"EMILIN2","84034","18","18p11.32-p11.31","protein-coding"
"LPIN2","9663","18","18p11.31","protein-coding"
"MYOM1","8736","18","18p11.31","protein-coding"
"MYL12A","10627","18","18p11.31","protein-coding"
"MYL12-AS1","104968399","18","18p11.31","ncRNA"
"MYL12B","103910","18","18p11.31","protein-coding"
"TGIF1","7050","18","18p11.31","protein-coding"
"GAPLINC","100505592","18","18p11.31","ncRNA"
"DLGAP1-AS1","649446","18","18p11.31","ncRNA"
"DLGAP1-AS2","84777","18","18p11.31","ncRNA"
"DLGAP1-AS3","201477","18","18p11.31","ncRNA"
"MIR6718","102465430","18","18p11.31","ncRNA"
"DLGAP1-AS4","101410534","18","18p11.31","ncRNA"
"DLGAP1-AS5","284215","18","18p11.31","ncRNA"
"DLGAP1","9229","18","18p11.31","protein-coding"
"AKAIN1","642597","18","18p11.31","protein-coding"
"LINC00667","339290","18","18p11.31","ncRNA"
"LINC00526","147525","18","18p11.31","ncRNA"
"ZBTB14","7541","18","18p11.31","protein-coding"
"EPB41L3","23136","18","18p11.31","protein-coding"
"MIR3976HG","645355","18","18p11.31","ncRNA"
"MIR3976","100616244","18","18p11.31","ncRNA"
"TMEM200C","645369","18","18p11.31","protein-coding"
"L3MBTL4-AS1","101927150","18","18p11.31","ncRNA"
"L3MBTL4","91133","18","18p11.31","protein-coding"
"LINC01387","100130480","18","18p11.31","ncRNA"
"ARHGAP28","79822","18","18p11.31","protein-coding"
"ARHGAP28-AS1","101927168","18","18p11.31","ncRNA"
"LINC00668","400643","18","18p11.31","ncRNA"
"LOC101927188","101927188","18","18p11.31","ncRNA"
"LAMA1","284217","18","18p11.31","protein-coding"
"LRRC30","339291","18","18p11.23","protein-coding"
"PTPRM","5797","18","18p11.23","protein-coding"
"LOC100192426","100192426","18","18p11.23","ncRNA"
"RAB12","201475","18","18p11.22","protein-coding"
"MTCL1","23255","18","18p11.22","protein-coding"
"GACAT2","100287082","18","18p11.22","ncRNA"
"NDUFV2","4729","18","18p11.22","protein-coding"
"ANKRD12","23253","18","18p11.22","protein-coding"
"NDUFV2-AS1","101927275","18","18p11.22","ncRNA"
"TWSG1","57045","18","18p11.22","protein-coding"
"RALBP1","10928","18","18p11.22","protein-coding"
"PPP4R1","9989","18","18p11.22","protein-coding"
"PPP4R1-AS1","101927323","18","18p11.22","ncRNA"
"RAB31","11031","18","18p11.22","protein-coding"
"TXNDC2","84203","18","18p11.22","protein-coding"
"VAPA","9218","18","18p11.22","protein-coding"
"LINC01254","101927350","18","18p11.22","ncRNA"
"APCDD1","147495","18","18p11.22","protein-coding"
"NAPG","8774","18","18p11.22","protein-coding"
"LOC101927410","101927410","18","18p11.22","ncRNA"
"MIR6788","102466735","18","18p11.22","ncRNA"
"PIEZO2","63895","18","18p11.22-p11.21","protein-coding"
"LINC01255","101927433","18","18p11.21","ncRNA"
"GNAL","2774","18","18p11.21","protein-coding"
"CHMP1B","57132","18","18p11.21","protein-coding"
"MPPE1","65258","18","18p11.21","protein-coding"
"IMPA2","3613","18","18p11.21","protein-coding"
"ANKRD62","342850","18","18p11.21","protein-coding"
"C18orf61","497259","18","18p11.21","ncRNA"
"CIDEA","1149","18","c(""18p11.21"", ""18"")","protein-coding"
"TUBB6","84617","18","18p11.21","protein-coding"
"AFG3L2","10939","18","18p11.21","protein-coding"
"PRELID3A","10650","18","18p11.21","protein-coding"
"PSMG2","56984","18","18p11.21","protein-coding"
"SPIRE1","56907","18","18p11.21","protein-coding"
"CEP76","79959","18","18p11.21","protein-coding"
"LINC01882","100996324","18","18p11.21","ncRNA"
"PTPN2","5771","18","18p11.21","protein-coding"
"SEH1L","81929","18","18p11.21","protein-coding"
"CEP192","55125","18","18p11.21","protein-coding"
"LDLRAD4","753","18","18p11.21","protein-coding"
"LDLRAD4-AS1","100288122","18","18p11.21","ncRNA"
"MIR5190","100847080","18","18p11.21","ncRNA"
"MIR4526","100616130","18","18p11.21","ncRNA"
"RNMT","8731","18","18p11.21","protein-coding"
"FAM210A","125228","18","18p11.21","protein-coding"
"MC5R","4161","18","18p11.21","protein-coding"
"MC2R","4158","18","18p11.21","protein-coding"
"ZNF519","162655","18","18p11.21","protein-coding"
"CYP4F35P","284233","18","18p11.21","pseudo"
"CXADRP3","440224","18","18p11.21","pseudo"
"POTEC","388468","18","18p11.21","protein-coding"
"ANKRD30B","374860","18","18p11.21","protein-coding"
"MIR3156-2","100422907","18","18p11.21","ncRNA"
"LINC01443","400644","18","18p11.21","ncRNA"
"LINC01444","101927642","18","18p11.21","ncRNA"
"ROCK1","6093","18","18q11.1","protein-coding"
"GREB1L","80000","18","18q11.1-q11.2","protein-coding"
"ESCO1","114799","18","18q11.2","protein-coding"
"SNRPD1","6632","18","18q11.2","protein-coding"
"MIR320C1","100302135","18","18q11.2","ncRNA"
"ABHD3","171586","18","18q11.2","protein-coding"
"MIB1","57534","18","18q11.2","protein-coding"
"MIR133A1","406922","18","18q11.2","ncRNA"
"MIR133A1HG","102723167","18","18q11.2","ncRNA"
"GATA6-AS1","100128893","18","18q11.2","ncRNA"
"GATA6","2627","18","18q11.2","protein-coding"
"CTAGE1","64693","18","18q11.2","protein-coding"
"RBBP8","5932","18","18q11.2","protein-coding"
"LOC101927571","101927571","18","18q11.2","ncRNA"
"MIR4741","100616139","18","18q11.2","ncRNA"
"CABLES1","91768","18","18q11.2","protein-coding"
"TMEM241","85019","18","18q11.2","protein-coding"
"RIOK3","8780","18","18q11.2","protein-coding"
"RMC1","29919","18","18q11.2","protein-coding"
"NPC1","4864","18","18q11.2","protein-coding"
"ANKRD29","147463","18","18q11.2","protein-coding"
"LAMA3","3909","18","18q11.2","protein-coding"
"TTC39C","125488","18","18q11.2","protein-coding"
"TTC39C-AS1","102724246","18","18q11.2","ncRNA"
"CABYR","26256","18","18q11.2","protein-coding"
"MIR320C2","100302195","18","18q11.2","ncRNA"
"OSBPL1A","114876","18","18q11.2","protein-coding"
"IMPACT","55364","18","18q11.2","protein-coding"
"HRH4","59340","18","18q11.2","protein-coding"
"LINC01915","729950","18","18q11.2","ncRNA"
"LOC105372028","105372028","18","18q11.2","ncRNA"
"ZNF521","25925","18","18q11.2","protein-coding"
"SS18","6760","18","18q11.2","protein-coding"
"PSMA8","143471","18","18q11.2","protein-coding"
"TAF4B","6875","18","18q11.2","protein-coding"
"LINC01543","100506787","18","18q11.2","ncRNA"
"MIR8057","102466874","18","18q11.2","ncRNA"
"AQP4-AS1","147429","18","18q11.2","ncRNA"
"KCTD1","284252","18","18q11.2","protein-coding"
"PCAT18","728606","18","18q11.2","ncRNA"
"AQP4","361","18","18q11.2","protein-coding"
"CHST9","83539","18","18q11.2","protein-coding"
"LOC105372038","105372038","18","18q11.2","ncRNA"
"CDH2","1000","18","18q12.1","protein-coding"
"DSC3","1825","18","18q12.1","protein-coding"
"DSCAS","101927698","18","18q12.1","ncRNA"
"DSC2","1824","18","18q12.1","protein-coding"
"DSC1","1823","18","18q12.1","protein-coding"
"DSG1","1828","18","18q12.1","protein-coding"
"DSG1-AS1","101927718","18","18q12.1","ncRNA"
"DSG3","1830","18","18q12.1","protein-coding"
"DSG2","1829","18","18q12.1","protein-coding"
"DSG2-AS1","100652770","18","18q12.1","ncRNA"
"TTR","7276","18","18q12.1","protein-coding"
"B4GALT6","9331","18","18q12.1","protein-coding"
"SLC25A52","147407","18","18q12.1","protein-coding"
"TRAPPC8","22878","18","18q12.1","protein-coding"
"RNF125","54941","18","18q12.1","protein-coding"
"RNF138","51444","18","18q12.1","protein-coding"
"MEP1B","4225","18","18q12.1","protein-coding"
"GAREM1","64762","18","18q12.1","protein-coding"
"KLHL14","57565","18","18q12.1","protein-coding"
"CCDC178","374864","18","18q12.1","protein-coding"
"ASXL3","80816","18","18q12.1","protein-coding"
"NOL4","8715","18","18q12.1","protein-coding"
"DTNA","1837","18","18q12.1","protein-coding"
"MAPRE2","10982","18","18q12.1-q12.2","protein-coding"
"ZNF397","84307","18","18q12.2","protein-coding"
"ZSCAN30","100101467","18","18q12.2","protein-coding"
"ZNF24","7572","18","18q12.2","protein-coding"
"ZNF396","252884","18","18q12.2","protein-coding"
"INO80C","125476","18","18q12.2","protein-coding"
"GALNT1","2589","18","18q12.2","protein-coding"
"MIR187","406963","18","18q12.2","ncRNA"
"MIR3929","100500864","18","18q12.2","ncRNA"
"C18orf21","83608","18","18q12.2","protein-coding"
"RPRD1A","55197","18","18q12.2","protein-coding"
"SLC39A6","25800","18","18q12.2","protein-coding"
"ELP2","55250","18","18q12.2","protein-coding"
"COSMOC","101927809","18","18q12.2","ncRNA"
"MOCOS","55034","18","18q12.2","protein-coding"
"FHOD3","80206","18","18q12.2","protein-coding"
"KIAA1328","57536","18","18q12.2","protein-coding"
"TPGS2","25941","18","18q12.2","protein-coding"
"LOC105372069","105372069","18","18q12.2","ncRNA"
"LOC105372068","105372068","18","18q12.2","ncRNA"
"CELF4","56853","18","18q12.2","protein-coding"
"MIR4318","100422857","18","18q12.2","ncRNA"
"MIR5583-1","100847025","18","18q12.3","ncRNA"
"MIR924HG","647946","18","18q12.2-q12.3","ncRNA"
"LINC01477","101927900","18","18q12.3","ncRNA"
"KC6","641516","18","NA","ncRNA"
"PIK3C3","5289","18","18q12.3","protein-coding"
"LINC00907","284260","18","18q12.3","ncRNA"
"RIT2","6014","18","18q12.3","protein-coding"
"SYT4","6860","18","18q12.3","protein-coding"
"LINC01478","101927921","18","18q12.3","ncRNA"
"SETBP1","26040","18","18q12.3","protein-coding"
"MIR4319","100422829","18","18q12.3","ncRNA"
"SLC14A2","8170","18","18q12.3","protein-coding"
"SLC14A2-AS1","101927980","18","18q12.3","ncRNA"
"SLC14A1","6563","18","18q12.3","protein-coding"
"SIGLEC15","284266","18","18q12.3","protein-coding"
"EPG5","57724","18","18q12.3-q21.1","protein-coding"
"PSTPIP2","9050","18","c(""18q21.1"", ""tdb7990"")","protein-coding"
"HAUS1","115106","18","18q21.1","protein-coding"
"ATP5F1A","498","18","18q21.1","protein-coding"
"ARK2N","147339","18","18q21.1","protein-coding"
"ARK2C","494470","18","18q21.1","protein-coding"
"LOXHD1","125336","18","18q21.1","protein-coding"
"ST8SIA5","29906","18","18q21.1","protein-coding"
"KATNAL2","83473","18","18q21.1","protein-coding"
"PIAS2","9063","18","18q21.1","protein-coding"
"ELOA2","51224","18","18q21.1","protein-coding"
"HDHD2","84064","18","18q21.1","protein-coding"
"IER3IP1","51124","18","18q21.1","protein-coding"
"SKOR2","652991","18","18q21.1","protein-coding"
"MIR4527","100616264","18","18q21.1","ncRNA"
"SMAD2","4087","18","18q21.1","protein-coding"
"ZBTB7C","201501","18","18q21.1","protein-coding"
"CTIF","9811","18","18q21.1","protein-coding"
"MIR4743","100616366","18","18q21.1","ncRNA"
"SMAD7","4092","18","18q21.1","protein-coding"
"MIR4744","100616420","18","18q21.1","ncRNA"
"DYM","54808","18","18q21.1","protein-coding"
"C18orf32","497661","18","18q21.1","protein-coding"
"MIR1539","100302257","18","18q21.1","ncRNA"
"SNORD58C","100124516","18","18q21.1","snoRNA"
"SNORD58A","26791","18","18q21.1","snoRNA"
"SNORD58B","26790","18","18q21.1","snoRNA"
"RPL17","6139","18","18q21.1","protein-coding"
"LIPG","9388","18","18q21.1","protein-coding"
"ACAA2","10449","18","18q21.1","protein-coding"
"SNHG22","103091864","18","18q21.1","ncRNA"
"MYO5B","4645","18","18q21.1","protein-coding"
"CFAP53","220136","18","18q21.1","protein-coding"
"MBD1","4152","18","18q21.1","protein-coding"
"CXXC1","30827","18","18q21.1","protein-coding"
"SKA1","220134","18","18q21.1","protein-coding"
"MAPK4","5596","18","18q21.1-q21.2","protein-coding"
"MRO","83876","18","18q21.2","protein-coding"
"ME2","4200","18","18q21.2","protein-coding"
"ELAC1","55520","18","18q21.2","protein-coding"
"SMAD4","4089","18","18q21.2","protein-coding"
"MEX3C","51320","18","18q21.2","protein-coding"
"LINC01630","100287225","18","18q21.2","ncRNA"
"DCC","1630","18","18q21.2","protein-coding"
"MIR4528","100616232","18","18q21.2","ncRNA"
"LINC01919","102724651","18","18q21.2","ncRNA"
"LINC01917","101928167","18","18q21.2","ncRNA"
"SNORA37","677819","18","18q21.2","snoRNA"
"MBD2","8932","18","18q21.2","protein-coding"
"POLI","11201","18","18q21.2","protein-coding"
"C18orf54","162681","18","18q21.2","protein-coding"
"STARD6","147323","18","18q21.2","protein-coding"
"DYNAP","284254","18","18q21.2","protein-coding"
"RAB27B","5874","18","18q21.2","protein-coding"
"CCDC68","80323","18","18q21.2","protein-coding"
"LINC01929","101927229","18","18q21.2","ncRNA"
"TCF4-AS1","105372127","18","18q21.2","ncRNA"
"MIR4529","100616290","18","18q21.2","ncRNA"
